ticker,quarter,employer,status,visa,title,soc,wage_annual,wage_level,state,positions
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,TECHNICAL LEAD,Information Technology Project Managers,92394,II,PA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,113797,III,NC,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Architect - US,Computer Systems Engineers/Architects,118456,III,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,111550,II,WA,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Software Developer,Software Developers,130187,II,CA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Sr. Mgr. JC45 - Information Technology Project Managers,Information Technology Project Managers,124155,IV,VA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,90501,II,NH,1
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified,H-1B,Software Engineer,Computer Programmers,150000,II,MD,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Systems Engineer/Architect,Computer Systems Engineers/Architects,97718,II,OR,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Package Consultant 2 - Techno Functional,Computer Systems Engineers/Architects,60403,II,FL,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,139443,II,CA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,92581,II,TX,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Architect,Computer Systems Engineers/Architects,94266,II,OH,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,92581,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,SA JC60 - Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,80122,II,NY,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,86403,II,CA,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Industry Solns and Svcs Senior Manager,Computer and Information Systems Managers,186400,III,MI,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Network and Computer Systems Administrator,Network and Computer Systems Administrators,91291,II,OR,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Solution Architect 3,Software Developers,132760,III,PA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,155000,IV,GA,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Solution Architect 3,Software Developers,182500,III,NJ,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Senior Managing Consultant,Information Technology Project Managers,248372,IV,MA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Domain Consultant 2,Management Analysts,88130,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,92581,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,92581,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,94682,II,NJ,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,107640,III,IL,1
MPHASIS,FY2025_Q4,Mphasis Corporation ,Certified,H-1B,Information Systems Manager I,Computer and Information Systems Managers,132000,I,IN,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Technical Lead,Computer Programmers,94848,II,TX,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Technical Specialist,Computer Systems Engineers/Architects,135000,II,NC,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,92581,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 2,Information Technology Project Managers,126256,III,NC,1
G,FY2025_Q4,Genpact LLC,Certified,H-1B,Principal Consultant,Software Developers,120470,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,86798,II,NC,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,App/Cloud Support Associate Manager,Computer Systems Analysts,133100,III,NJ,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,App Automation Eng Specialist,Software Quality Assurance Analysts and Testers,102100,II,NC,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Package Consultant 2 - Techno Functional,Computer Systems Engineers/Architects,80496,II,NE,5
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,SA JC60 - Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,80122,II,NY,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Project Manager L1,Information Technology Project Managers,86400,II,IL,3
MPHASIS,FY2025_Q4,Mphasis Corporation,Certified,H-1B,Infrastructure Engineer,Database Architects,100000,II,MI,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,86445,II,GA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,126818,III,NY,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,92581,II,TX,5
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,82846,II,IL,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,86798,II,NC,5
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,126818,III,NJ,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 2,Information Technology Project Managers,113797,III,NC,1
CAP,FY2025_Q4,Capgemini America Inc,Certified,H-1B,Test Consultant 3,Software Quality Assurance Analysts and Testers,120049,III,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Package Consultant 2 - Techno Functional,Computer Systems Engineers/Architects,92581,II,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Developer,Computer Programmers,99902,III,OH,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Architect,Computer Systems Engineers/Architects,150000,III,NJ,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,93538,II,AZ,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Packaged App Development Team Lead,Computer Systems Analysts,106700,II,PA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Architect - US,Computer Systems Engineers/Architects,108514,III,GA,5
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Business Architecture Manager,Information Technology Project Managers,139320,IV,MN,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Mgr. JC50 - Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,84448,III,MO,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,94682,II,NJ,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,92581,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,119933,III,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,92394,II,PA,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Tech Architecture Manager,Information Technology Project Managers,146300,IV,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 - Software Developers,Software Developers,114754,II,TX,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Solution Architect,Data Scientists,199201,II,NY,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Systems Engineer/Architect,Computer Systems Engineers/Architects,114795,II,CA,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Information Technology Project Manager,Information Technology Project Managers,82846,II,IL,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,139443,II,CA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,126818,III,NJ,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Data Scientist,Data Scientists,96034,II,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,SYSTEM ADMINISTRATOR,Network and Computer Systems Administrators,76565,II,IN,1
MPHASIS,FY2025_Q4,Mphasis Corporation ,Certified,H-1B,Systems Architect II,Computer Systems Engineers/Architects,77898,II,TN,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Technical Specialist,Computer Systems Engineers/Architects,140000,II,CA,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Senior Developer,Computer Systems Analysts,125877,III,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,82846,II,IL,5
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Developer,Computer Programmers,85592,II,RI,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Digital Product Design Specialist,Graphic Designers,115000,II,NY,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Software Engineer 2,Software Developers,145000,II,CA,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Project Lead L1,Information Technology Project Managers,83054,II,KS,3
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,SA JC60 - Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,84178,II,CT,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Business Systems Analyst 3,Computer Systems Analysts,127600,III,NY,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,86445,II,GA,5
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,92581,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,82846,II,IL,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Applications Consultant 3,Software Developers,160000,III,GA,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Application Architect,Computer Systems Engineers/Architects,117519,III,CO,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Architect - US,Computer Systems Engineers/Architects,115835,III,CA,5
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Software Developer,Software Developers,112924,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,SA JC60 - Software Quality Assurance Analysts and Testers,Software Quality Assurance Analysts and Testers,102086,II,NJ,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,SA JC60 - Network and Computer Systems Administrators,Network and Computer Systems Administrators,94557,II,MA,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Technical Lead,Computer Programmers,91728,II,CA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Domain Consultant 3,Management Analysts,109013,III,TX,5
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 - Software Developers,Software Developers,109845,II,DE,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Test Consultant 3,Software Quality Assurance Analysts and Testers,149480,III,IL,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,86403,II,CA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Domain Project Lead 1,Project Management Specialists,80142,II,TX,5
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Security Architect L2,Information Security Analysts,128211,III,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,82846,II,IL,5
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Design Lead,Mechanical Engineers,99385,II,CA,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Network Support Specialist,Computer Network Support Specialists,91583,II,WA,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Techno Functional Consultant L3,Computer Systems Analysts,161179,III,CA,4
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 2,Information Technology Project Managers,119933,III,TX,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Systems Analyst,Computer Systems Analysts,103917,II,NY,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Sr. Mgr. JC45 - Information Technology Project Managers,Information Technology Project Managers,132434,IV,IL,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Management Analysts,Management Analysts,129230,III,NJ,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Senior Technology Architect - US,Computer Systems Engineers/Architects,113797,III,NC,5
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Package Consultant,Software Developers,202641,IV,CO,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Information Technology Project Manager,Information Technology Project Managers,94682,II,NJ,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Applications Consultant 3,Software Developers,131000,III,IL,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Software Developer,Software Developers,113547,II,NC,1
HCLTECH,FY2025_Q4,HCL GLOBAL SYSTEMS INC,Certified,H-1B,SR. STORAGE ENGINEER,Network and Computer Systems Administrators,119038,III,NJ,1
HCLTECH,FY2025_Q4,HCL GLOBAL SYSTEMS INC,Certified,H-1B,SOFTWARE / DATA ENGINEER,Software Developers,137696,III,MA,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,ERP Specialist,Computer Systems Engineers/Architects,106621,II,TX,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Business Architecture Manager,Information Technology Project Managers,180091,IV,TX,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Techno Functional Consultant L2,Computer Systems Analysts,98925,II,TX,3
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Design Engineer,Mechanical Engineers,90106,II,IL,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,SA JC60 - Network and Computer Systems Administrators,Network and Computer Systems Administrators,94557,II,MA,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,92581,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 - Software Developers,Software Developers,131997,II,NY,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Data Engineer 3,Business Intelligence Analysts,163400,III,WA,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Developer,Computer Programmers,71053,II,PA,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Technical Lead L1,Computer Programmers,137821,II,WA,3
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Packaged App Development Assoc Manager,Software Developers,137000,III,TX,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,User Support Specialists - III,Computer User Support Specialists,91709,III,OH,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Management Analysts,Management Analysts,113381,III,MN,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,140733,IV,NH,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,94682,II,NY,5
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,158974,IV,NJ,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Product Specialist,Computer Systems Engineers/Architects,92581,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,139443,II,CA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Information Technology Project Managers,Information Technology Project Managers,116251,III,NJ,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,94952,II,NC,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Information Technology Project Manager,Information Technology Project Managers,86798,II,NC,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,86445,II,GA,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,SAP ABAP Application Developer,Computer Systems Analysts,92144,III,TN,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,111550,II,WA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,140733,IV,MA,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Technical Lead,Computer Programmers,130000,II,CA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 - Management Analysts,Management Analysts,90230,II,AZ,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,107640,III,IL,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 1,Information Technology Project Managers,92581,II,TX,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Customer Success Manager Technical Specialist “Data Security,Information Security Analysts,118700,II,NC,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Certified,H-1B,"Software Developer, Systems Software",Software Developers,112923,II,TX,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Network and Computer Systems Administrator,Network and Computer Systems Administrators,86966,II,TX,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,69451,II,WI,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Architect,Computer Systems Engineers/Architects,115336,III,OH,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 2,Information Technology Project Managers,139298,III,WA,5
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,93538,II,AZ,1
INFY,FY2025_Q4,"Srivin Infosystems, Inc.",Certified,H-1B,Automation Equipment Engineer,Computer Programmers,130853,II,CA,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Project Lead,Information Technology Project Managers,120900,II,TX,1
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Functional Consultant,Computer Systems Analysts,88026,II,TX,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Information Technology Project Manager,Information Technology Project Managers,114795,II,CA,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Technical Architect,Computer Systems Engineers/Architects,108514,III,GA,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,IandF Decision Sci Practitioner Senior Mgr,Management Analysts,191800,IV,NJ,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,139443,II,CA,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Tech Architecture Manager,Information Technology Project Managers,157560,IV,NC,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 2,Information Technology Project Managers,181293,III,CA,5
TCS,FY2025_Q4,TATA CONSULTANCY SERVICES LIMITED,Certified,H-1B,Business Analyst,Business Intelligence Analysts,91562,II,TX,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Business Architecture Manager,Information Technology Project Managers,180091,IV,WA,1
TCS,FY2025_Q4,Tata Consultancy Services Limited,Certified,H-1B,Technical Lead,Information Technology Project Managers,69805,II,KY,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,IandF Decision Sci Practitioner Senior Mgr,Management Analysts,191800,IV,IL,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,87755,III,FL,1
LTIM,FY2025_Q4,LTIMindtree Limited,Certified,H-1B,Computer Systems Analyst,Computer Systems Analysts,98925,II,TX,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Test Consultant 3,Software Quality Assurance Analysts and Testers,110000,III,OH,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Consultant 2,Computer Systems Engineers/Architects,92394,II,PA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Management Analysts,Management Analysts,129230,III,NJ,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Infrastructure Project Lead 1,Information Technology Project Managers,74422,II,OK,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Business Systems Analyst 3,Computer Systems Analysts,127500,III,NJ,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified,H-1B,Applications Consultant 3,Software Developers,127000,III,CT,1
IBM,FY2025_Q4,IBM Corporation,Certified,H-1B,Back-End Developer,Software Developers,172855,II,MA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,87755,III,FL,1
CNXC,FY2025_Q4,Concentrix CVG Customer Management Group Inc.,Certified,H-1B,"Director, Software Engineering",Computer and Information Systems Managers,126152,II,NE,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Package Consultant 2 - Techno Functional,Computer Systems Engineers/Architects,90210,II,MN,5
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,100090,III,IN,1
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Technology Project Lead 2,Information Technology Project Managers,118456,III,TX,5
INFY,FY2025_Q4,INFOSYS LIMITED,Certified,H-1B,Domain Consultant 2,Management Analysts,89419,II,CO,5
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Product & Mfg. Test Eng Specialist,Automotive Engineers,98353,II,MI,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,Packaged App Development Team Lead,Computer Programmers,137821,II,WA,1
ACN,FY2025_Q4,Accenture LLP,Certified,H-1B,App Automation Eng Specialist,Software Quality Assurance Analysts and Testers,102100,II,NC,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified,H-1B,Senior Project Lead,Information Technology Project Managers,105000,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,140733,IV,MA,1
WIT,FY2025_Q4,WIPRO LIMITED,Certified,H-1B,Solution Architect L1,Computer Systems Engineers/Architects,86798,II,NC,1
CAP,FY2025_Q4,CAPGEMINI AMERICA INC,Certified - Withdrawn,H-1B,Applications Consultant 4,Software Developers,180000,IV,NJ,1
TECHM,FY2025_Q4,"TECH MAHINDRA (AMERICAS), INC",Withdrawn,H-1B,Database Administrator (DBA),Database Administrators,135000,II,TX,1
HCLTECH,FY2025_Q4,HCL AMERICA INC,Certified - Withdrawn,H-1B,Technical Architect,Computer Systems Engineers/Architects,92489,II,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Management Analysts,Management Analysts,154565,IV,AZ,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,110157,III,MN,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,86798,II,NC,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Manager JC45 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,144310,IV,TX,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,90501,II,MA,1
CTSH,FY2025_Q4,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,Certified,H-1B,Manager JC50 - Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,126818,III,NJ,1
